Prod:;Derivação;Mês;Código+Derivação;Processo;Classificação Insumos;Estágio;C. Custo;Produto;Deriv.;Descrição;a;Complemento;a2;Consumo Total;a3;U.M.;Custo Direto Unit.;CIF;a4;Custo Padrão;Entrada/Saída
CH200035A;030;01/11/2025;CH200035A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CH200035A;030;01/12/2025;CH200035A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CH200035B;020;01/12/2025;CH200035B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CH200035B;020;01/11/2025;CH200035B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CH200035B;020;01/12/2025;CH200035B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CH200035B;020;01/11/2025;CH200035B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CH200035B;030;01/11/2025;CH200035B-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CH200035B;030;01/12/2025;CH200035B-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CH200035B;030;01/11/2025;CH200035B-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CH200035B;030;01/12/2025;CH200035B-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CH200035C;020;01/12/2025;CH200035C-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CH200035C;020;01/11/2025;CH200035C-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CH200035C;020;01/12/2025;CH200035C-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CH200035C;020;01/11/2025;CH200035C-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CH200035C;030;01/11/2025;CH200035C-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CH200035C;030;01/12/2025;CH200035C-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CH200035C;030;01/11/2025;CH200035C-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CH200035C;030;01/12/2025;CH200035C-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CH200035D;020;01/12/2025;CH200035D-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CH200035D;020;01/11/2025;CH200035D-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CH200035D;020;01/12/2025;CH200035D-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CH200035D;020;01/11/2025;CH200035D-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CH200035D;030;01/11/2025;CH200035D-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CH200035D;030;01/12/2025;CH200035D-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CH200035D;030;01/11/2025;CH200035D-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CH200035D;030;01/12/2025;CH200035D-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00033A;020;01/12/2025;CHE00033A-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00033A;020;01/11/2025;CHE00033A-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00033A;020;01/12/2025;CHE00033A-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00033A;020;01/11/2025;CHE00033A-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00033A;030;01/11/2025;CHE00033A-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00033A;030;01/12/2025;CHE00033A-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00033A;030;01/11/2025;CHE00033A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00033A;030;01/12/2025;CHE00033A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00033B;020;01/12/2025;CHE00033B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00033B;020;01/11/2025;CHE00033B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00033B;020;01/12/2025;CHE00033B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00033B;020;01/11/2025;CHE00033B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00033B;030;01/11/2025;CHE00033B-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00033B;030;01/12/2025;CHE00033B-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00033B;030;01/11/2025;CHE00033B-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00033B;030;01/12/2025;CHE00033B-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00033C;020;01/12/2025;CHE00033C-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00033C;020;01/11/2025;CHE00033C-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00033C;020;01/12/2025;CHE00033C-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00033C;020;01/11/2025;CHE00033C-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00033C;030;01/11/2025;CHE00033C-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00033C;030;01/12/2025;CHE00033C-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00033C;030;01/11/2025;CHE00033C-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00033C;030;01/12/2025;CHE00033C-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00033D;020;01/12/2025;CHE00033D-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00033D;020;01/11/2025;CHE00033D-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00033D;020;01/12/2025;CHE00033D-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00033D;020;01/11/2025;CHE00033D-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00033D;030;01/11/2025;CHE00033D-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00033D;030;01/12/2025;CHE00033D-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00033D;030;01/11/2025;CHE00033D-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00033D;030;01/12/2025;CHE00033D-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00034A;020;01/12/2025;CHE00034A-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00034A;020;01/11/2025;CHE00034A-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00034A;020;01/12/2025;CHE00034A-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;10,301781;0;;4,141316;
CHE00034A;020;01/11/2025;CHE00034A-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;5,945851;0;;2,390232;
CHE00034A;030;01/11/2025;CHE00034A-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00034A;030;01/12/2025;CHE00034A-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00034A;030;01/11/2025;CHE00034A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;5,945851;0;;2,390232;
CHE00034A;030;01/12/2025;CHE00034A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;10,301781;0;;4,141316;
CHE00034B;020;01/12/2025;CHE00034B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00034B;020;01/11/2025;CHE00034B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00034B;020;01/12/2025;CHE00034B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;10,301781;0;;4,141316;
CHE00034B;020;01/11/2025;CHE00034B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;5,945851;0;;2,390232;
CHE00034B;030;01/11/2025;CHE00034B-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00034B;030;01/12/2025;CHE00034B-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00034B;030;01/11/2025;CHE00034B-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;5,945851;0;;2,390232;
CHE00034B;030;01/12/2025;CHE00034B-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;10,301781;0;;4,141316;
CHE00034C;020;01/12/2025;CHE00034C-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00034C;020;01/11/2025;CHE00034C-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00034C;020;01/12/2025;CHE00034C-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;10,301781;0;;4,141316;
CHE00034C;020;01/11/2025;CHE00034C-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;5,945851;0;;2,390232;
CHE00034C;030;01/11/2025;CHE00034C-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00034C;030;01/12/2025;CHE00034C-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00034C;030;01/11/2025;CHE00034C-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;5,945851;0;;2,390232;
CHE00034C;030;01/12/2025;CHE00034C-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;10,301781;0;;4,141316;
CHE00034D;020;01/12/2025;CHE00034D-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00034D;020;01/11/2025;CHE00034D-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00034D;020;01/12/2025;CHE00034D-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;10,301781;0;;4,141316;
CHE00034D;020;01/11/2025;CHE00034D-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;5,945851;0;;2,390232;
CHE00034D;030;01/11/2025;CHE00034D-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00034D;030;01/12/2025;CHE00034D-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00034D;030;01/11/2025;CHE00034D-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;5,945851;0;;2,390232;
CHE00034D;030;01/12/2025;CHE00034D-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,402;;M;10,301781;0;;4,141316;
CHE00035A;020;01/12/2025;CHE00035A-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00035A;020;01/11/2025;CHE00035A-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00035A;020;01/12/2025;CHE00035A-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00035A;020;01/11/2025;CHE00035A-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CHE00035A;030;01/11/2025;CHE00035A-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00035A;030;01/12/2025;CHE00035A-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00035A;030;01/11/2025;CHE00035A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CHE00035A;030;01/12/2025;CHE00035A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00035B;020;01/12/2025;CHE00035B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00035B;020;01/11/2025;CHE00035B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00035B;020;01/12/2025;CHE00035B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00035B;020;01/11/2025;CHE00035B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CHE00035B;030;01/11/2025;CHE00035B-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00035B;030;01/12/2025;CHE00035B-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00035B;030;01/11/2025;CHE00035B-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CHE00035B;030;01/12/2025;CHE00035B-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00035C;020;01/12/2025;CHE00035C-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00035C;020;01/11/2025;CHE00035C-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00035C;020;01/12/2025;CHE00035C-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00035C;020;01/11/2025;CHE00035C-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CHE00035C;030;01/11/2025;CHE00035C-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00035C;030;01/12/2025;CHE00035C-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00035C;030;01/11/2025;CHE00035C-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CHE00035C;030;01/12/2025;CHE00035C-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00035D;020;01/12/2025;CHE00035D-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00035D;020;01/11/2025;CHE00035D-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00035D;020;01/12/2025;CHE00035D-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00035D;020;01/11/2025;CHE00035D-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CHE00035D;030;01/11/2025;CHE00035D-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00035D;030;01/12/2025;CHE00035D-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00035D;030;01/11/2025;CHE00035D-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;5,94585;0;;2,782658;
CHE00035D;030;01/12/2025;CHE00035D-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,468;;M;10,30178;0;;4,821233;
CHE00109A;020;01/12/2025;CHE00109A-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00109A;020;01/11/2025;CHE00109A-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00109A;020;01/12/2025;CHE00109A-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00109A;020;01/11/2025;CHE00109A-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00109A;030;01/11/2025;CHE00109A-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00109A;030;01/12/2025;CHE00109A-030;Levigada 1;Mistura;1000;2180;LPG01026;030;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00109A;030;01/11/2025;CHE00109A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;5,94585;0;;3,175084;
CHE00109A;030;01/12/2025;CHE00109A-030;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
CHE00109B;020;01/12/2025;CHE00109B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,867548;0;;2,867548;Saída
CHE00109B;020;01/11/2025;CHE00109B-020;Levigada 1;Mistura;1000;2180;LPG01026;020;LINHA DE POLIMENTO 01 LEVIGAR;;LINHA DE POLIMENTO 01 LEVIGAR;;1;;M2;2,878449;0;;2,878449;Saída
CHE00109B;020;01/12/2025;CHE00109B-020;Levigada 1;MOD;1000;910;;;PO-02 - Linha de Polimento Breton;;;;0,534;;M;10,301781;0;;5,501151;
